_id,call_no,incident_type,type_description,address,alarm_time,alarms,primary_unit,census_tract,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
2825,F140050863,160,"Special outside fire, Other","WALNUT ST & EMERSON ST, PITTSBURGH PA 15208",2014-07-16T20:36:57,0,231EN18,706,Shadyside,8,7,42003070600,2,7,4,3-11,40.4550505996572,-79.9238723797043
2826,F140050874,150,"Outside rubbish fire, Other","1000 BLOCK NORWICH AVE, PITTSBURGH PA 15229",2014-07-16T21:15:37,0,231EN26,1918,Brookline,4,19,42003191800,4,19,6,4-26,40.3883408482538,-80.0208692577511
2827,F140050884,113,"Cooking fire, confined to container","3100 BLOCK BERGMAN AVE, PITTSBURGH PA 15204",2014-07-16T22:34:40,1,231EN31,2018,Sheraden,2,20,42003562500,5,20,6,1-16,40.456885755361,-80.0548672531233
2828,F140050914,111,Building fire,"1000 BLOCK BLACKADORE ST, PITTSBURGH PA 15221",2014-07-17T03:51:42,1,231EN17,1301,Homewood North,9,13,42003130100,2,13,5,3-17,40.4576628235977,-79.8832534358417
2829,F140051312,131,Passenger vehicle fire,"LARIMER AVE & SHETLAND ST, PITTSBURGH PA 15206",2014-07-18T17:49:23,0,231EN15,1204,Larimer,9,12,42003120400,2,12,5,3-12,40.4661963775149,-79.9122059450767
2830,F140051572,151,"Outside rubbish, trash or waste fire","900 BLOCK KIRKBRIDE ST, PITTSBURGH PA 15212",2014-07-19T19:55:04,1,231EN37,2507,California-Kirkbride,6,25,42003250700,1,25,1,1-9,40.4601238480451,-80.0193905593622
2831,F140051599,131,Passenger vehicle fire,"ECKERT ST & MCCLURE AVE, PITTSBURGH PA 15214",2014-07-19T22:19:39,0,231EN35,2715,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,40.471774763172,-80.0374361096485
2832,F140051600,111,Building fire,"900 BLOCK FREEPORT RD, PITTSBURGH PA 15204",2014-07-19T22:25:20,1,231EN15,1201,Lincoln-Lemington-Belmar,9,12,42003980000,2,12,5,3-24,40.4880818149065,-79.8943172243871
2833,F140051617,111,Building fire,"00 BLOCK OVERLOOK ST, PITTSBURGH PA 15214",2014-07-20T00:52:22,2,231EN38,2614,Perry South,6,25,42003261400,1,25,1,1-10,40.4611211021089,-80.0154312838065
2834,F140051648,113,"Cooking fire, confined to container","4700 BLOCK HATFIELD ST, PITTSBURGH PA 15201",2014-07-20T05:55:00,1,231EN07,901,Central Lawrenceville,7,9,42003090100,2,9,2,3-3,40.4755232900873,-79.9612358775278
2835,F140051770,111,Building fire,"700 BLOCK BERWIN AVE, PITTSBURGH PA 15226",2014-07-20T17:33:52,1,231EN26,1919,Brookline,4,19,42003191900,4,19,6,4-26,40.3973799539389,-80.0187615341382
2836,F130079435,151,"Outside rubbish, trash or waste fire","WALLACE AVE & COAL ST, PITTSBURGH PA 15221",2013-11-04T16:22:42,0,231EN16,NA,,,,42003561100,,,,3-16,40.4426921635058,-79.8788957633806
2837,F130079453,113,"Cooking fire, confined to container","5800 BLOCK ALDER ST, PITTSBURGH PA 15232",2013-11-04T17:47:56,1,231EN08,705,Shadyside,8,7,42003070500,2,7,4,3-11,40.4554229754097,-79.930304242062
2838,F160077818,132,Road freight or transport vehicle fire,"BENNETT ST & CONEMAUGH ST, PITTSBURGH PA 15221",2016-09-30T03:32:18,0,231EN17,1306,East Hills,9,13,42003130600,2,13,5,3-17,40.4545606744047,-79.8815492773814
2839,F130079467,150,"Outside rubbish fire, Other","500 BLOCK 40TH ST, PITTSBURGH PA 15201",2013-11-04T18:32:11,1,231EN08,903,Lower Lawrenceville,7,6,42003060300,2,6,2,3-6,40.4635464985915,-79.9575767629557
2840,F130079485,113,"Cooking fire, confined to container","100 BLOCK DUNLAP ST, PITTSBURGH PA 15214",2013-11-04T19:40:01,1,231EN34,2607,Perry North,1,26,42003260700,1,26,1,1-15,40.4863669368212,-80.0146515201676
2841,F140051771,113,"Cooking fire, confined to container","600 BLOCK CHISLETT ST, PITTSBURGH PA 15206",2014-07-20T17:40:59,1,231EN08,1113,East Liberty,9,11,42003111300,2,11,5,3-8,40.4699893178731,-79.9299336030286
2842,F140052087,113,"Cooking fire, confined to container","3800 BLOCK BIGELOW BLVD, PITTSBURGH PA 15213",2014-07-21T21:39:23,1,231EN06,506,North Oakland,6,5,42003562000,3,5,4,2-23,40.4568762378331,-79.9551109763865
2843,F140052126,113,"Cooking fire, confined to container","1100 BLOCK BROWNSVILLE RD, PITTSBURGH PA 15210",2014-07-22T03:44:04,1,231EN23,2901,Carrick,4,29,42003290100,4,29,3,4-12,40.4049393618559,-79.990899233621
2844,F140052129,154,Dumpster or other outside trash receptacle fire,"1600 BLOCK CHIDELL ST, PITTSBURGH PA 15212",2014-07-22T05:03:43,0,231EN35,2703,Brighton Heights,1,27,42003270300,1,27,1,1-14,40.4775841684705,-80.0384341199291
2845,F140052273,155,Outside stationary compactor/compacted trash fire,"1600 BLOCK BROWNSVILLE RD, PITTSBURGH PA 15210",2014-07-22T15:02:04,0,231EN23,2901,Carrick,4,29,42003290100,4,29,3,4-12,40.3997982824868,-79.9891468675785
2846,F130030954,142,Brush or brush-and-grass mixture fire,"2200 BLOCK GERSHON ST, PITTSBURGH PA 15212",2013-05-07T07:25:00,0,231EN38,2620,Spring Hill-City View,1,26,42003262000,1,26,1,1-11,40.467274582203,-79.9989059424144
2847,F150068626,113,"Cooking fire, confined to container","400 BLOCK N FAIRMONT ST, PITTSBURGH PA 15206",2015-09-02T00:52:24,1,231EN08,1114,Garfield,9,11,42003111400,2,11,5,3-4,40.4672574031383,-79.9311074662746
2848,F150068646,142,Brush or brush-and-grass mixture fire,"900 BLOCK FREEPORT RD, PITTSBURGH PA 15206",2015-09-02T05:44:17,0,231EN15,1201,Lincoln-Lemington-Belmar,9,12,42003980000,2,12,5,3-24,40.4880818149065,-79.8943172243871
2849,F150068753,142,Brush or brush-and-grass mixture fire,"00 BLOCK OHIO RIVER BLVD, PITTSBURGH PA 15233",2015-09-02T11:58:29,0,231EN37,2108,Marshall-Shadeland,1,27,42003980900,1,27,1,1-14,40.4671031303258,-80.0351702947574
2850,F150069022,111,Building fire,"1000 BLOCK VALORA ST, PITTSBURGH PA 15220",2015-09-03T09:12:04,1,231EN30,2811,Westwood,2,20,42003563100,5,20,6,1-18,40.4335415656442,-80.0436599800826
2851,F150069511,113,"Cooking fire, confined to container","3900 BLOCK LIBERTY AVE, PITTSBURGH PA 15201",2015-09-04T17:54:30,1,231EN06,603,Lower Lawrenceville,7,6,42003060300,2,6,2,3-6,40.462309081298,-79.9591737075273
2852,F150069611,113,"Cooking fire, confined to container","2100 BLOCK RHINE ST, PITTSBURGH PA 15219",2015-09-05T01:28:53,1,231EN38,2620,Spring Hill-City View,1,26,42003262000,1,26,1,1-11,40.4666167568299,-79.9936768740834
2853,F150069664,111,Building fire,"2900 BLOCK N CHARLES ST, PITTSBURGH PA 15214",2015-09-05T09:07:01,1,231EN38,2615,Perry South,6,26,42003261400,1,26,1,1-23,40.4704598522908,-80.0111378348073
2854,F150069683,111,Building fire,"100 BLOCK GRANDVIEW AVE, PITTSBURGH PA 15211",2015-09-05T11:13:31,1,231EN27,1914,Mount Washington,2,19,42003190300,5,19,3,4-27,40.4316158206169,-80.006632422488
2855,F150069687,111,Building fire,"3400 BLOCK WEBSTER AVE, PITTSBURGH PA 15219",2015-09-05T11:22:55,1,231EN10,506,Upper Hill,6,5,42003050600,3,5,2,2-22,40.4548469006498,-79.961646785386
2856,F150069744,111,Building fire,"400 BLOCK ZARA ST, PITTSBURGH PA 15210",2015-09-05T15:50:12,5,231EN27,3001,Knoxville,3,30,42003300100,4,30,3,4-21,40.4156685903351,-79.9951586459094
2857,F130030955,113,"Cooking fire, confined to container","1500 BLOCK GREENCREST DR, PITTSBURGH PA 15226",2013-05-07T07:26:48,1,231EN26,3206,Brookline,4,32,42003320600,4,32,6,4-25,40.3923949635253,-80.0051901849168
2858,F130031046,141,"Forest, woods or wildland fire","1700 BLOCK GRANDVIEW AVE, PITTSBURGH PA 15211",2013-05-07T13:34:13,0,231EN27,1911,Duquesne Heights,2,19,42003191100,5,19,3,4-1,40.4410111530707,-80.0251511980866
2859,F150069755,142,Brush or brush-and-grass mixture fire,"STRATMORE AVE & STEUBEN ST, PITTSBURGH PA 15205",2015-09-05T16:19:28,0,231EN37,2815,,2,,42003464300,,,6,1-16,40.4431413289155,-80.0578991348434
2860,F150069827,111,Building fire,"1200 BLOCK SHEFFIELD ST, PITTSBURGH PA 15233",2015-09-05T18:07:51,2,231EN07,2107,Manchester,6,21,42003210700,1,21,1,1-8,40.4538916520312,-80.0227919749807
2861,F150069891,150,"Outside rubbish fire, Other","7900 BLOCK MADIERA ST, PITTSBURGH PA 15221",2015-09-05T22:39:34,0,231EN16,1304,Homewood South,9,13,42003130400,2,13,5,3-17,40.4483823123557,-79.8876876461868
2862,F150069930,118,"Trash or rubbish fire, contained","200 BLOCK JUCUNDA ST, PITTSBURGH PA 15210",2015-09-06T01:48:41,1,231EN22,3001,Knoxville,3,30,42003300100,4,30,3,4-6,40.4171825927844,-79.9910489218477
2863,F150069959,111,Building fire,"00 BLOCK ALLEN ST, PITTSBURGH PA 15211",2015-09-06T05:14:46,1,231EN27,1803,Allentown,3,18,42003180300,4,18,3,4-5,40.4242133094868,-79.993959948978
2864,F150070349,113,"Cooking fire, confined to container","600 BLOCK SOUTHCREST CT, PITTSBURGH PA 15226",2015-09-07T18:17:10,1,231EN26,1917,Brookline,4,19,42003191700,4,19,6,4-26,40.4067681055121,-80.0137153892882
2865,F150070435,111,Building fire,"5400 BLOCK BROAD ST, PITTSBURGH PA 15206",2015-09-08T02:28:28,3,231EN08,1114,Garfield,9,11,42003111400,2,11,5,3-4,40.4654121221458,-79.9358038635266
2866,F150070442,131,Passenger vehicle fire,"200 BLOCK MAIN ST, PITTSBURGH PA 15203",2015-09-08T03:45:08,1,231EN32,902,Central Lawrenceville,7,9,42003090200,2,9,2,3-3,40.4697462650166,-79.9609448551159
2867,F150070620,143,Grass fire,"700 BLOCK CASINO DR, PITTSBURGH PA 15212",2015-09-08T17:11:13,0,231EN37,2108,Chateau,6,21,42003980600,6,21,1,1-8,40.4468677794098,-80.0207578138682
2868,F150070680,141,"Forest, woods or wildland fire","300 BLOCK OAKVILLE DR, PITTSBURGH PA 15216",2015-09-08T22:01:11,0,231EN28,2023,Banksville,2,20,42003202300,5,20,6,4-9,40.4188976155696,-80.0380059330648
2869,F160078149,131,Passenger vehicle fire,"ALLEGHENY RIVER BLVD & WASH, PITTSBURGH PA 15208",2016-10-01T04:21:50,0,231EN15,1106,Highland Park,7,12,42003980100,2,12,5,3-15,40.4842690005715,-79.907846334288
2870,F140052301,111,Building fire,"100 BLOCK CRAIGHEAD ST, PITTSBURGH PA 15210",2014-07-22T16:45:51,1,231EN27,1807,Mount Washington,3,18,42003180700,4,18,3,4-5,40.4221476884198,-79.9983984834862
2980,F150078612,111,Building fire,"1600 BLOCK WESTMONT AVE, PITTSBURGH PA 15210",2015-10-05T16:23:54,1,231EN23,2901,Carrick,4,29,42003290100,4,29,3,4-23,40.399768547753,-79.9905885714204
2871,F150070686,153,Construction or demolition landfill fire,"5400 BLOCK BROAD ST, PITTSBURGH PA 15206",2015-09-08T23:04:55,0,231EN08,1114,Garfield,9,11,42003111400,2,11,5,3-4,40.4654121221458,-79.9358038635266
2872,F150070724,130,"Mobile property (vehicle) fire, Other","WILLIAMS RD & LAMAR ST, PITTSBURGH PA 15214",2015-09-09T05:57:34,0,231EN38,2609,Spring Hill-City View,1,26,42003260900,1,26,1,1-13,40.4745936983651,-79.9976960118189
2873,F150070753,113,"Cooking fire, confined to container","700 BLOCK CASINO DR, PITTSBURGH PA 15233",2015-09-09T08:34:50,1,231EN37,2108,Chateau,6,21,42003980600,6,21,1,1-8,40.4468677794098,-80.0207578138682
2874,F150071136,111,Building fire,"00 BLOCK MILLBRIDGE ST, PITTSBURGH PA 15211",2015-09-10T03:02:11,1,231EN27,1803,Allentown,3,18,42003180300,4,18,3,4-5,40.4241971880927,-79.9957990325082
2875,F150071138,130,"Mobile property (vehicle) fire, Other","FRANKSTOWN AVE & INWOOD ST, PITTSBURGH PA 15208",2015-09-10T03:07:59,0,231EN17,1207,Homewood West,9,12,42003120700,2,12,5,3-17,40.4581492329297,-79.9049940038481
2876,F160078420,150,"Outside rubbish fire, Other","900 BLOCK FORDHAM ST, PITTSBURGH PA 15226",2016-10-01T23:25:00,0,231EN26,1918,Brookline,4,19,42003191800,4,19,6,4-26,40.3905548520743,-80.0221122205732
2877,F150071169,111,Building fire,"400 BLOCK BARK ST, PITTSBURGH PA 15214",2015-09-10T06:16:56,1,231EN38,2614,Perry South,6,26,42003261400,1,26,1,1-22,40.467738883036,-80.0058875533244
2878,F150071448,151,"Outside rubbish, trash or waste fire","BAUM BLVD & RAVOUX WAY, PITTSBURGH PA 15206",2015-09-10T22:58:01,0,231EN08,1115,East Liberty,7,8,42003111500,2,8,5,3-23,40.4585840872804,-79.9330351460878
2879,F150071618,141,"Forest, woods or wildland fire","BRIGHTON PL & CALIFORNIA AV, PITTSBURGH PA 15212",2015-09-11T12:55:00,0,231EN37,2507,California-Kirkbride,6,25,42003250700,1,25,1,1-9,40.459512239482,-80.0177165118801
2880,F150071676,131,Passenger vehicle fire,"S FAIRMONT ST & FRIENDSHIP AV, PITTSBURGH PA 15206",2015-09-11T15:23:11,0,231EN08,807,Friendship,7,8,42003080700,2,8,5,3-23,40.4613011647267,-79.9341575302093
2881,F150071767,150,"Outside rubbish fire, Other","1900 BLOCK BROWNSVILLE RD, PITTSBURGH PA 15210",2015-09-11T21:46:22,1,231EN23,2902,Carrick,4,29,42003290100,4,29,3,4-12,40.3960524338707,-79.9875054972192
2882,F150071829,111,Building fire,"800 BLOCK CONCORD ST, PITTSBURGH PA 15212",2015-09-12T07:13:52,3,231EN32,2304,East Allegheny,1,23,42003563200,1,23,1,1-5,40.45756351313,-79.997923771045
2883,F150071911,118,"Trash or rubbish fire, contained","1400 BLOCK MANLEY ST, PITTSBURGH PA 15205",2015-09-12T12:45:58,1,231EN29,2811,Westwood,2,28,42003563100,5,28,6,1-18,40.4318155734345,-80.0541300697386
2884,F150071914,113,"Cooking fire, confined to container","1200 BLOCK YETTA ST, PITTSBURGH PA 15212",2015-09-12T12:50:44,1,231EN03,2620,Spring Hill-City View,1,24,42003262000,1,24,1,1-24,40.4631960270256,-79.993007992621
2885,F150071921,118,"Trash or rubbish fire, contained","200 BLOCK MCKEE PL, PITTSBURGH PA 15213",2015-09-12T13:46:27,1,231EN10,405,Central Oakland,3,4,42003040500,3,4,4,2-14,40.4397308330324,-79.9594699800727
2886,F150071944,118,"Trash or rubbish fire, contained","400 BLOCK MT PLEASANT RD, PITTSBURGH PA 15212",2015-09-12T16:21:00,1,231EN38,2609,Northview Heights,1,26,42003260900,1,26,1,1-13,40.4798292456552,-80.0019014441962
2887,F150072215,130,"Mobile property (vehicle) fire, Other","2800 BLOCK SHAWHAN AVE, PITTSBURGH PA 15226",2015-09-13T16:54:55,0,231EN26,1919,Brookline,4,19,42003191900,4,19,6,4-26,40.3954738089325,-80.0260227124655
2888,F150072551,113,"Cooking fire, confined to container","200 BLOCK SEMPLE ST, PITTSBURGH PA 15213",2015-09-14T22:07:34,1,231EN10,405,Central Oakland,3,4,42003040500,3,4,4,2-14,40.4401558847538,-79.9588675994142
2889,F150072592,118,"Trash or rubbish fire, contained","2000 BLOCK KENDON DR W, PITTSBURGH PA 15208",2015-09-15T06:46:33,1,231EN16,NA,Perry South,6,25,42003261400,1,25,1,1-10,40.4619980864604,-80.0094053145564
2890,F150072794,111,Building fire,"1300 BLOCK BELASCO AVE, PITTSBURGH PA 15216",2015-09-15T18:44:53,1,231EN28,1916,Beechview,4,19,42003191600,5,19,6,4-28,40.4161351945749,-80.0278918206117
2891,F150072806,142,Brush or brush-and-grass mixture fire,"DUART WAY & ROLL WAY, PITTSBURGH PA 15219",2015-09-15T19:17:31,0,231EN20,3001,Knoxville,3,30,42003300100,4,30,3,4-7,40.4100763225345,-79.9911639120322
2892,F150072846,151,"Outside rubbish, trash or waste fire","400 BLOCK STADIUM ST, PITTSBURGH PA 15204",2015-09-15T21:33:31,0,231EN31,2018,Sheraden,2,20,42003562500,5,20,6,1-16,40.4607684079746,-80.0544739195077
2893,F150072866,151,"Outside rubbish, trash or waste fire","CEDRICTON ST & BROWNSVILLE, PITTSBURGH PA 15230",2015-09-16T00:53:19,0,231EN23,2902,Carrick,4,29,42003290200,4,29,3,4-12,40.4052964486196,-79.9908785840664
2894,F150072909,160,"Special outside fire, Other","200 BLOCK CUTLER ST, PITTSBURGH PA 15214",2015-09-16T07:52:36,0,231EN38,2614,Perry South,6,26,42003261400,1,26,1,1-12,40.4661836579136,-80.0118578951582
2895,F140052348,113,"Cooking fire, confined to container","3200 BLOCK WARD ST, PITTSBURGH PA 15213",2014-07-22T19:44:49,1,231EN10,409,South Oakland,3,4,42003040900,3,4,4,2-11,40.4307192595789,-79.9554019125036
2896,F140052359,111,Building fire,"700 BLOCK MILL ST, PITTSBURGH PA 15221",2014-07-22T20:27:09,1,231EN16,NA,,,,42003560600,,,,3-21,40.4399479979347,-79.8820081347232
2897,F140052381,111,Building fire,"1100 BLOCK MCNEILLY AVE, PITTSBURGH PA 15226",2014-07-22T22:08:45,1,231EN26,1918,,4,,42003473300,,,,4-26,40.391297485012,-80.0286184286053
2898,F140052420,113,"Cooking fire, confined to container","300 BLOCK E NORTH AVE, PITTSBURGH PA 15212",2014-07-23T03:44:21,1,231EN32,2206,Central Northside,1,22,42003220600,1,22,1,1-21,40.4549486918507,-80.0096402728326
2899,F130079826,150,"Outside rubbish fire, Other","00 BLOCK W END BRG, PITTSBURGH PA 15220",2013-11-06T11:32:53,0,231EN30,2108,Chateau,6,21,42003980600,1,21,1,1-8,40.4498441432155,-80.0251732882384
2900,F130079859,150,"Outside rubbish fire, Other","200 BLOCK LANGLEY ST, PITTSBURGH PA 15212",2013-11-06T13:12:33,0,231EN38,2614,Perry South,6,25,42003261400,1,25,1,1-10,40.4631259731223,-80.0110230233106
2901,F140052521,111,Building fire,"2800 BLOCK PERRYSVILLE AVE, PITTSBURGH PA 15214",2014-07-23T12:09:30,2,231EN38,2615,Perry South,1,26,42003261500,1,26,1,1-23,40.4735292277826,-80.0100997479667
2902,F140052646,150,"Outside rubbish fire, Other","1300 BLOCK MERRICK AVE, PITTSBURGH PA 15226",2014-07-23T21:19:03,0,231EN26,1918,Brookline,4,19,42003191800,4,19,6,4-26,40.3905427008087,-80.0110946648218
2903,F130079877,151,"Outside rubbish, trash or waste fire","STOCKTON ST & ANDERSON ST, PITTSBURGH PA 15212",2013-11-06T14:32:17,0,231EN32,2204,East Allegheny,1,22,42003562700,1,22,1,1-20,40.4507757485654,-80.0013404894625
2904,F130079964,131,Passenger vehicle fire,"00 BLOCK MT OLIVER ST, PITTSBURGH PA 15210",2013-11-06T19:26:51,0,231EN22,1706,South Side Slopes,3,17,42003170600,4,17,3,4-6,40.4220943298159,-79.9867406035095
2905,F140052914,113,"Cooking fire, confined to container","800 BLOCK E WARRINGTON AVE, PITTSBURGH PA 15210",2014-07-24T21:06:42,1,231EN27,1803,Allentown,3,18,42003180300,4,18,3,4-6,40.4215318771896,-79.9935775641661
2906,F140052924,142,Brush or brush-and-grass mixture fire,"00 BLOCK 40TH ST BRG, PITTSBURGH PA 15201",2014-07-24T21:42:30,0,231EN06,NA,Central Lawrenceville,7,9,42003090100,2,9,2,3-3,40.4714735404704,-79.9656089339462
2907,F150073076,131,Passenger vehicle fire,"DELLROSE ST & OVERBROOK BLV, PITTSBURGH PA 15210",2015-09-16T19:40:34,0,231EN23,2904,Carrick,4,29,42003290400,4,29,3,4-23,40.3889195786219,-79.986150469602
2908,F150073130,151,"Outside rubbish, trash or waste fire","GIRDER ST & INGOT AVE, PITTSBURGH PA 15207",2015-09-17T01:23:34,0,231EN20,3103,New Homestead,5,31,42003310300,3,31,4,4-20,40.3910983927627,-79.9258208029422
2909,F150073245,131,Passenger vehicle fire,"LAMAR ST & MT PLEASANT RD, PITTSBURGH PA 15212",2015-09-17T13:04:14,0,231EN38,2620,Spring Hill-City View,1,26,42003260900,1,26,1,1-13,40.474293115296,-79.9993858413507
2910,F150073273,142,Brush or brush-and-grass mixture fire,"1400 BLOCK HARRIS AVE, PITTSBURGH PA 15205",2015-09-17T15:04:41,0,231EN29,2811,Westwood,2,28,42003563100,5,28,6,1-18,40.4335223501201,-80.054534077418
2911,F160078444,131,Passenger vehicle fire,"8100 BLOCK BENNETT ST, PITTSBURGH PA 15216",2016-10-02T02:00:25,1,231EN17,1306,East Hills,9,13,42003130600,2,13,5,3-17,40.4545101363505,-79.8815110336595
2912,F160078658,111,Building fire,"200 BLOCK MICHIGAN ST, PITTSBURGH PA 15210",2016-10-02T22:14:34,1,231EN27,1809,Beltzhoover,4,18,42003562400,4,18,3,4-16,40.4157894426893,-80.0038462261206
2913,F160078767,116,"Fuel burner/boiler malfunction, fire confined","900 BLOCK PARKWOOD RD, PITTSBURGH PA 15210",2016-10-03T10:15:19,1,231EN22,1603,St. Clair,3,16,42003561700,4,16,3,4-8,40.4125436132842,-79.9735046801217
2914,F160078980,151,"Outside rubbish, trash or waste fire","2300 BLOCK CENTRE AVE, PITTSBURGH PA 15219",2016-10-03T22:14:12,1,231EN10,501,Middle Hill,6,5,42003050100,3,5,2,2-5,40.4450776350026,-79.9737130654986
2915,F160079802,154,Dumpster or other outside trash receptacle fire,"S 18TH ST & E CARSON ST, PITTSBURGH PA 15203",2016-10-06T14:57:52,0,231EN24,1702,South Side Flats,3,17,42003170200,4,17,3,4-24,40.4287585875314,-79.9805619635861
2916,F130015611,151,"Outside rubbish, trash or waste fire","SB STATE HWY 28 SB & CHESTN, PITTSBURGH PA 15212",2013-03-05T14:15:53,0,231EN32,2304,,,,,,,,1-5,,
2917,F150073368,113,"Cooking fire, confined to container","1700 BLOCK BELASCO AVE, PITTSBURGH PA 15216",2015-09-17T20:53:47,1,231EN28,1916,Beechview,4,19,42003192000,5,19,6,4-28,40.4085457652448,-80.0274090018199
2918,F150073519,131,Passenger vehicle fire,"1400 BLOCK DAGMAR AVE, PITTSBURGH PA 15216",2015-09-18T13:23:45,0,231EN27,1916,Beechview,4,19,42003191600,5,19,6,4-28,40.4143022025809,-80.0232268927125
2919,F150073556,131,Passenger vehicle fire,"1100 BLOCK HIGHWOOD ST, PITTSBURGH PA 15212",2015-09-18T14:42:04,0,231EN35,2715,Marshall-Shadeland,1,26,42003271500,1,26,1,1-9,40.468392049675,-80.0252563329987
2920,F150073577,113,"Cooking fire, confined to container","1100 BLOCK KING AVE, PITTSBURGH PA 15206",2015-09-18T15:45:37,1,231EN07,1102,Highland Park,7,11,42003110200,2,11,5,3-9,40.4762887892264,-79.9270442923081
2921,F150073602,113,"Cooking fire, confined to container","700 BLOCK MERCER ST, PITTSBURGH PA 15219",2015-09-18T17:11:46,1,231EN04,305,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.4444287587868,-79.9872915237753
2922,F150073660,151,"Outside rubbish, trash or waste fire","7TH BLOCK STREET BRG & ISABELLA ST, PITTSBURGH PA 15212",2015-09-18T21:00:18,0,231EN32,2205,North Shore,1,22,42003563200,6,22,1,1-20,40.4479301313269,-80.0020551154444
2923,F150073700,131,Passenger vehicle fire,"500 BLOCK BORLAND ST, PITTSBURGH PA 15206",2015-09-19T00:35:36,0,231EN08,1113,East Liberty,9,11,42003111300,2,11,5,3-8,40.4666507608925,-79.9249013399958
2924,F150073835,113,"Cooking fire, confined to container","4200 BLOCK WINTERBURN AVE, PITTSBURGH PA 15207",2015-09-19T13:36:22,1,231EN12,1517,Greenfield,5,15,42003151600,3,15,4,2-12,40.4231559128586,-79.9400086724846
2925,F150074108,113,"Cooking fire, confined to container","3000 BLOCK MARSHALL RD, PITTSBURGH PA 15214",2015-09-20T13:40:25,1,231EN34,2615,Perry North,1,26,42003260700,1,26,1,1-23,40.4760594217126,-80.0149475063303
2926,F150074202,131,Passenger vehicle fire,"1600 BLOCK ST PATRICK ST, PITTSBURGH PA 15210",2015-09-20T20:58:19,0,231EN22,1706,South Side Slopes,3,17,42003170600,4,17,3,4-22,40.4210141086979,-79.9831699649391
2927,F150074445,111,Building fire,"700 BLOCK KELLY AVE, PITTSBURGH PA 15221",2015-09-21T18:02:31,1,231EN16,NA,,,,42003560500,,,,3-21,40.4396311808695,-79.8865035906736
2928,F150074766,140,"Natural vegetation fire, Other","600 BLOCK RIDGE AVE, PITTSBURGH PA 15212",2015-09-22T21:31:16,0,231EN37,2201,Allegheny West,1,22,42003562700,1,22,1,1-7,40.4511034487772,-80.0117766102653
2929,F150074813,113,"Cooking fire, confined to container","4100 BLOCK UNIVERSITY C DR, PITTSBURGH PA 15213",2015-09-23T05:45:28,1,231EN10,510,Terrace Village,6,5,42003051000,3,5,2,2-22,40.4459194831619,-79.9611548097492
2930,F150075173,151,"Outside rubbish, trash or waste fire","SPRING GARDEN AVE & HOMER S, PITTSBURGH PA 15212",2015-09-24T12:43:29,1,231EN32,2412,Spring Garden,1,24,42003241200,1,24,1,1-24,40.4615918444874,-79.987513109933
2931,F150075307,113,"Cooking fire, confined to container","100 BLOCK S FAIRMONT ST, PITTSBURGH PA 15206",2015-09-24T18:49:29,1,231EN06,807,Garfield,9,11,42003111400,2,11,5,3-4,40.4645587648397,-79.9319499740681
2932,F150075325,111,Building fire,"1300 BLOCK OLIVANT ST, PITTSBURGH PA 15206",2015-09-24T19:58:14,1,231EN15,1203,Lincoln-Lemington-Belmar,9,12,42003120300,2,12,5,3-15,40.466835448936,-79.8993007465272
2933,F150075384,151,"Outside rubbish, trash or waste fire","200 BLOCK CHARLES ST, PITTSBURGH PA 15210",2015-09-25T00:49:17,0,231EN22,3001,Knoxville,3,30,42003300100,4,30,3,4-6,40.41645510903,-79.990742385942
2934,F150075459,111,Building fire,"1500 BLOCK AVON PL, PITTSBURGH PA 15221",2015-09-25T09:03:36,1,231EN16,NA,,,,42003561400,,,,3-20,40.4506028581722,-79.8584683844204
2935,F150075610,118,"Trash or rubbish fire, contained","200 BLOCK BRIGGS ST, PITTSBURGH PA 15210",2015-09-25T18:43:02,1,231EN26,3207,Overbrook,4,32,42003320700,4,32,3,4-25,40.3876216578907,-80.0013094018446
2936,F150075783,131,Passenger vehicle fire,"E CARSON ST & BECKS RUN RD, PITTSBURGH PA 15203",2015-09-26T13:59:29,0,231EN24,1609,South Side Flats,3,16,42003160900,4,16,3,4-24,40.4110245843344,-79.9555233893575
2937,F150075881,150,"Outside rubbish fire, Other","1400 BLOCK MANLEY ST, PITTSBURGH PA 15220",2015-09-26T20:53:17,0,231EN29,2811,Westwood,2,28,42003563100,5,28,6,1-18,40.4318155734345,-80.0541300697386
2938,F150075882,111,Building fire,"300 BLOCK OAKLAND AVE, PITTSBURGH PA 15213",2015-09-26T20:58:01,1,231EN10,405,Central Oakland,3,4,42003040500,3,4,4,2-14,40.4398874631582,-79.9549904523323
2939,F150075896,150,"Outside rubbish fire, Other","ELRAMA WAY & STRATMORE ST, PITTSBURGH PA 15220",2015-09-26T21:47:55,0,231EN29,2815,Crafton Heights,2,28,42003281500,5,28,6,1-18,40.4402080003612,-80.0562480098182
2940,F150075918,131,Passenger vehicle fire,"ROSEDALE ST & SUSQUEHANNA S, PITTSBURGH PA 15208",2015-09-26T23:02:37,0,231EN17,1304,Homewood South,9,13,42003130400,2,13,5,3-17,40.4492412354731,-79.8872819646761
